prompt,output_data_type,attribute_id,attribute_label,concept_id
"Land saturated with water seasonally or permanently (marshes, swamps, bogs); high productivity and carbon storage.. Low-lying ecosystems saturated with water, including marshes, swamps, and peatlands, which serve as important carbon stores and biodiversity habitats, threatened by drainage and climate change.",bool,67,Wetland / peatland,DSNY000154
"Very low precipitation; sparse, drought-adapted vegetation; can be hot or cold.. Arid landscapes receiving very low annual precipitation, characterised by sparse vegetation and high temperatures, making them particularly vulnerable to heat stress and water scarcity.",bool,52,Desert (arid/semi-arid),DSNY000142
"Mild, wet winters and hot, dry summers; shrubland and drought-adapted vegetation.. Biome and climate type found in mid-latitude coastal regions characterized by mild, wet winters and hot, dry summers. Vegetation is dominated by drought- and fire-adapted evergreen shrubs and small trees (sclerophyllous vegetation), shaped by the pronounced summer dry season.",bool,57,Mediterranean / chaparral,DSNY000662
"Warm, high-rainfall regions near the equator with dense, multi-layered vegetation and the highest biodiversity of any biome.. Forest biome located in tropical latitudes (roughly between the Tropic of Cancer and Tropic of Capricorn) characterized by high, consistent rainfall and warm temperatures year-round, with no distinct dry season or a very short one.",bool,64,Tropical rainforest,DSNY000660
"The transitional zone between terrestrial and aquatic environments along the banks of rivers, streams, and other watercourses, characterised by distinctive vegetation and sensitivity to flooding and drought.. ""Riparian"" is about the immediate riverside corridor and its ecology, while ""Delta/floodplain"" is about larger-scale depositional/flood landforms.",bool,60,Riparian,DSNY000498
"Warm regions with distinct wet and dry seasons; grass-dominated with scattered trees.. Open landscapes dominated by grasses and low vegetation, sensitive to changes in precipitation and temperature, and at increased risk of drought and wildfire under climate change.",bool,63,Tropical grassland / savanna,DSNY000145
"Land used for agricultural production including arable crops, pasture, and mixed farming systems, representing a key interface between environmental conditions and food security.",bool,53,Farmland,DSNY000495
"Low-salinity aquatic systems; includes flowing (lotic) and standing (lentic) water bodies.. Inland water bodies including rivers, lakes, and streams, whose temperature, flow, and quality are sensitive to climate variability with consequences for drinking water and aquatic health.",bool,54,"Freshwater (rivers, lakes)",DSNY000663
"Low-lying areas between hills or mountains, often fertile and densely settled, which can be highly exposed to flooding and temperature extremes under climate change.",bool,66,Valley,DSNY000151
"Cold, high-latitude coniferous forest with long, harsh winters; the largest terrestrial biome by land area. . The world's largest terrestrial biome, spanning high-latitude northern regions and characterised by coniferous forest, cold winters, and short growing seasons, playing a major role in global carbon storage.",bool,48,Boreal forest / taiga,DSNY000496
"Moderate climate with four seasons; deciduous or mixed forest, moderate rainfall.. Land covered predominantly by trees and associated flora, providing critical ecosystem services including carbon sequestration, biodiversity habitat, and water regulation, all threatened by climate change.",bool,61,Temperate forest,DSNY000143
"Metrics quantifying fatal health outcomes, including overall and cause-specific death rates across populations.",bool,89,Death (Metric),DSNY000274
"The duration of an inpatient hospital episode, used as a measure of disease severity, healthcare resource use, and patient recovery.",bool,110,Length of hospital stay (Metric),DSNY000292
"The rate or number of attendances at emergency departments for acute assessment and treatment, used as an indicator of urgent health need.",bool,107,Emergency department visit (Metric),DSNY000289
"Interruptions to the availability or accessibility of healthcare services, resulting in delayed, reduced, or foregone care for affected populations.",bool,108,Healthcare access disruption (Metric),DSNY000291
"The proportion of disease cases or deaths in a population attributable to a specific exposure, estimating the potential reduction in burden if the exposure were eliminated.",bool,105,Attributable fraction / risk (Metric),DSNY000294
The proportion of a defined population living with a disease or condition at a specific point in time or during a defined period.,bool,103,Prevalence (Metric),DSNY000283
"Self-reported or assessed measures of physical, mental, and social functioning and wellbeing as affected by a health condition or its treatment.. Ideally assessed using a validated instrument, such as SF-36, SF-12, SF-8, WHOQOL-BREF, WHOQOL-100, PROMIS Global Health, EQ-5D, AQoL, Health Utilities Index, 15D o Quality of Well-Being Scale.",bool,100,(Health-related) quality of life (HrQoL/QoL) (Metric),DSNY000286
"A measure of premature mortality calculated as the years of life lost due to death before a defined life expectancy threshold. E.g. used to quantify the loss of healthy lifetime caused by an exposure or event.. Premature mortality focuses on the timing of death relative to an expected lifespan. It therefore captures the severity of mortality impact in terms of lost lifetime, not the number of deaths above expectation.",bool,99,Years of life lost (YLL) (Metric),DSNY000278
"The rate or number of non-emergency contacts with primary care or outpatient services, including general practice, specialist clinics, and community health settings.",bool,111,Outpatient / primary care visit (Metric),DSNY000290
The rate at which new cases of a disease or condition occur in a defined population during a specified time period.,bool,102,Incidence (Metric),DSNY000282
Metrics that quantify the magnitude of an exposure or the proportion of outcomes attributable to that exposure in a defined population.,bool,91,Exposure quantification (Metric),DSNY000293
"A summary measure of population health combining years of life lost to premature death (YLL) and years lived with disability (YLD), representing the total burden of disease.",bool,101,Disability-adjusted life years (DALY) (Metric),DSNY000285
Uses a fixed reference age and measures years lost due to premature death.,bool,98,Potential years of life lost (PYLL) (Metric),DSNY000631
"A component of the Global Burden of Disease framework measuring the years of healthy life lost due to living with a non-fatal disease or disability, weighted by severity.",bool,104,Years lived with disability (Metric),DSNY000284
"The rate of death from any cause within a defined population over a specified period, regardless of the underlying cause.",bool,93,All-cause mortality (Metric),DSNY000275
"The death of a woman during pregnancy, childbirth, or within 42 days of delivery from causes related to or aggravated by the pregnancy or its management.",bool,97,Maternal mortality (Metric),DSNY000280
"Mortality rates among infants and children, typically measured as deaths per live births within specified age bands including neonatal, infant, and under-five periods.",bool,96,Infant / child mortality (Metric),DSNY000279
"Measures quantifying the non-fatal impact of disease on individuals and populations, including disease frequency, duration, and effect on functional status and wellbeing.",bool,90,Disease burden / quality of life (Metric),DSNY000281
The number of deaths above the expected number of deaths in a population during a specific period. E.g. used to quantify the overall mortality burden of an event.. Excess mortality does not inherently indicate the age or remaining life expectancy of those who died.,bool,95,Excess mortality (Metric),DSNY000277
"Statistical measures comparing the probability of a health outcome between exposed and unexposed groups, used to quantify the strength of association between an exposure and an outcome.",bool,106,Relative risk / odds ratio (Metric),DSNY000295
"The rate of death attributable to a specific disease, condition, or cause within a defined population.. E.g. diabetes-related mortality, cardiovascular mortality.",bool,94,Cause-specific mortality (Metric),DSNY000276
"Metrics quantifying the use of healthcare services, including primary, secondary, and emergency care, as indicators of health system demand and population health need.",bool,92,Healthcare utilisation (Metric),DSNY000287
"The rate or number of patients admitted to hospital as inpatients for treatment, observation, or care related to a specific condition.",bool,109,Hospital admission (Metric),DSNY000288
"A systematic review conducted within a shortened timeframe using streamlined methods, trading some comprehensiveness for speed to meet urgent policy or practice needs.",bool,436,Rapid review,DSNY000203
"A time series analysis comparing outcome trends before and after an intervention or exposure in both an intervention group and a concurrent control group, strengthening causal inference over uncontrolled ITS.",bool,420,Interrupted time series (controlled),DSNY000526
"A qualitative method collecting data through facilitated group discussion among selected participants, used to explore shared perspectives, norms, and experiences on a defined topic.",bool,424,Focus group,DSNY000543
"A non-systematic review that summarises and interprets the literature on a topic based on the author's expertise and judgement, without exhaustive or reproducible search methods.",bool,429,Narrative review,DSNY000206
"A study in which allocation to intervention and control conditions occurs through a process that approximates randomisation but is not under the investigator's full control, such as policy roll-out or natural variation.. Studies in which allocation is determined by external factors or naturally occurring circumstances, rather than by researchers or true randomisation.",bool,399,2. Quasi-randomised / natural experiment,DSNY000531
"A study that compares outcomes measured in the same group before and after an exposure or intervention, without a concurrent control group.",bool,421,Before-after / pre-post study,DSNY000520
"A review that uses explicit, reproducible methods to systematically search, select, appraise, and synthesise evidence from primary studies on a defined research question.. Concept describes different systematic review types, such as evidence gap maps, mixed-methods reviews, rapid reviews, etc. For ""Systematic review"", please use child concept ""Full systematic review"".",bool,430,Systematic reviews,DSNY000201
"Study designs using qualitative data collection and analysis to explore meanings, experiences, and contextual factors.",bool,396,Qualitative designs,DSNY000541
"A comprehensive policy-relevant evaluation of a health technology that typically includes clinical effectiveness, cost-effectiveness, and broader social and ethical considerations.. A broader evaluation of a health technology (drug, device, or intervention) used for policy and decision-making. Typically includes: clinical effectiveness (often via a systematic review), cost-effectiveness (economic modelling), ethical, legal, and social implications, and organisational impact.",bool,427,Health technology assessment (HTA),DSNY000208
"Observational study designs that compare health outcomes between two or more groups defined by exposure status, without random allocation.",bool,394,Observational / group comparison designs,DSNY000522
"A study design that collects data from a population at a single point in time, describing the prevalence of exposures and outcomes without follow-up.",bool,411,Cross-sectional / single-round survey,DSNY000517
"Evidence synthesis types not captured by the specific categories of systematic review, umbrella review, narrative review, guideline, or health technology assessment.",bool,431,Z_Other evidence synthesis type,DSNY000555
"A systematically developed statement providing recommendations to guide clinical or public health practice, typically based on a synthesis of the available evidence. Often with systematic methods, but sometimes also based on expert consensus.",bool,426,Guideline (clinical or public health),DSNY000207
"A theory-driven review methodology that explores how and why interventions work in particular contexts and for whom, generating or testing explanatory theories rather than aggregating effect estimates.",bool,437,Realist review,DSNY000553
"Research defined by immersive fieldwork. This is prolonged engagement with a community or setting, participant observation, field notes, with interviews (if any) being informal and secondary to observation.",bool,423,Ethnographic,DSNY000665
"A modelling approach linking climate, economic, and social systems to project future health impacts under different emissions or policy scenarios, often at national or global scale.",bool,413,Integrated assessment model (IAM) / health impact projection,DSNY000546
"Study designs using mathematical, statistical, or computational models to simulate real-world systems, project future outcomes, or estimate impacts under defined scenarios.",bool,393,Modelling / simulation,DSNY000545
"A macroeconomic modelling approach representing interactions across sectors of an economy to estimate the economy-wide effects of policy changes, including those with health implications.",bool,412,Computable general equilibrium (CGE) model,DSNY000547
"A descriptive report of characteristics and outcomes among a series of individuals sharing a common exposure or condition, without a control group.",bool,410,Case series / descriptive multi-case study,DSNY000518
"Quasi-experimental studies that compare changes over time between intervention and matched comparison groups, using matching methods (e.g., propensity scores) to improve group comparability and estimate intervention effects.. Uses matching and before-after comparisons between intervention and comparison groups.",bool,402,(Propensity score) Matched differences-in-differences,DSNY000539
"Study designs that describe characteristics, frequency, or distribution of outcomes in a single group without a comparison group or temporal manipulation.",bool,391,Descriptive / single-group designs,DSNY000515
"Experimental study designs that compare outcomes between an intervention group and one or more control or comparison groups, with or without randomisation.",bool,389,(Quasi-)Experimental / group comparison designs,DSNY000529
"A systematic review that is continually or periodically updated as new evidence becomes available, rather than being conducted as a one-off snapshot. It follows standard systematic review methodology (pre-specified protocol, systematic search, and appraisal) but incorporates a defined process for regularly re-searching, re-screening, and re-synthesizing evidence to keep the review current over time.. There are different types of ""living systematic reviews"". E.g. for a ""Living evidence map"" use both labels ""Evidence map / evidence gap map"" and ""Living systematic review"".",bool,433,Living systematic review,DSNY000666
"A systematic review conducted with comprehensive search strategies and full methodological rigour, without time or resource constraints that would limit its scope.. With or without meta-analysis. Distinct from the parent category ""Systematic reviews"", which encompasses more types of specific systematic reviews.",bool,439,Systematic review,DSNY000202
"Climate or environmental modelling and simulation approaches not classified under IAM, CGE, or microsimulation, including downscaled climate models, exposure models, and environmental simulation tools.",bool,415,Other climate-related modelling / simulation,DSNY000549
"An experimental study in which participants are allocated to intervention and comparison groups through a process other than randomisation, using statistical methods to control for confounding.. Studies in which researchers assign the intervention, but not by random allocation.",bool,400,3. Non-randomised,DSNY000532
"A qualitative research design using in-depth interviews to explore lived experiences, cultural practices, and social contexts.. Interview-based research is defined by structured/semi-structured/unstructured interviews as the primary data source, often without any fieldwork or observational component at all (e.g., a study that recruits participants and interviews them once, with no immersion in their setting).",bool,425,Interviews,DSNY000542
"An experimental study in which all participants receive the intervention and outcomes are compared to a pre-specified target or historical baseline, without a concurrent control arm.",bool,408,Single arm trial / single arm experiment,DSNY000528
"A modelling approach simulating the behaviour and outcomes of individual units — people, households, or firms — over time to estimate aggregate population-level effects of policies or exposures.",bool,414,Microsimulation,DSNY000548
"A study that retrospectively compares individuals with a health outcome (cases) to those without (controls) to identify differences in prior exposure, often using matching to reduce confounding.",bool,417,Case-control / mached sample design,DSNY000523
"A systematic review that maps the extent, range, and nature of evidence on a broad topic without synthesising findings, used to identify gaps and inform future research priorities.",bool,438,Scoping review,DSNY000204
"A quasi-experimental method constructing a weighted combination of untreated units to serve as a counterfactual for a treated unit, used when only a small number of aggregate units are available.",bool,407,Synthetic control,DSNY000536
"Observational study designs that track outcomes over time in a single group without a concurrent comparison group, relying on temporal patterns to infer associations.",bool,395,Observational / single-group designs,DSNY000519
Research that systematically or narratively aggregates and synthesises findings from multiple primary studies to draw broader conclusions about a topic.,bool,388,2. Evidence synthesis,DSNY000198
"A systematic review that searches for, appraises, and synthesises findings from qualitative primary studies, using methods such as meta-ethnography, thematic synthesis, or framework synthesis.",bool,435,Qualitative evidence synthesis,DSNY000552
"A systematic mapping exercise that visually represents the distribution of evidence across a framework of interventions and outcomes, highlighting areas where evidence is absent or weak.",bool,432,Evidence map / evidence gap map,DSNY000205
"An experimental or quasi-experimental study in which the method of allocation to groups is not clearly reported, precluding classification as randomised or non-randomised.",bool,401,4. Randomisation unclear,DSNY000540
"Advanced quantitative synthesis of existing studies conducted without systematic review methods for searching, selecting, and assessing evidence.
. Typically distinguished from systematic reviews with meta-analyses because the statistical methods may be rigorous, but the evidence identification and selection process is not systematic or reproducible. Often occuring in Economics.",bool,428,Meta-analysis (unsystematic),DSNY000637
"A regression approach using repeated observations on the same units over time to control for time-invariant unobserved confounding, including standard fixed effects, panel regression, and adjusted cohort analysis.",bool,404,Fixed effects / panel regression,DSNY000538
"Original research studies that collect and analyse data directly, as distinct from evidence syntheses that aggregate findings from existing studies.",bool,387,1. Primary research,DSNY000167
"A quasi-experimental method comparing the change in outcomes over time between a group exposed to an intervention and an unexposed control group, to estimate causal effects under the parallel trends assumption (similar to those of difference-in-differences).. Exploit externally determined variation in the timing or exposure to a policy, intervention, or event, rather than researcher-assigned interventions.",bool,403,Difference-in-differences / event study,DSNY000533
"An experimental study in which participants are randomly allocated to intervention or control groups, considered the gold standard for evaluating causal effects of interventions.",bool,398,1. Randomised (RCT),DSNY000530
"A research design that integrates quantitative and qualitative data collection and analysis within a single study, combining the strengths of both approaches to address research questions.",bool,392,Mixed-methods,DSNY000544
"A synthesis that systematically compiles and summarises findings from multiple systematic reviews on a related topic, providing a high-level overview of the evidence base.",bool,440,Umbrella review / overview of reviews,DSNY000200
"A systematic review that integrates findings from both quantitative and qualitative primary studies, using mixed-methods synthesis approaches to address questions that neither approach could answer alone.",bool,434,Mixed-methods review,DSNY000554
"Primary research study designs not captured by the specific categories of descriptive, observational, experimental, qualitative, or modelling designs.",bool,397,Z_Other study design,DSNY000551
A quasi-experimental method using a variable that affects exposure but not the outcome directly (an instrument) to estimate causal effects in the presence of unmeasured confounding.,bool,405,Instrumental variables,DSNY000534
"Experimental study designs in which an intervention is applied to a single group without a concurrent control group, limiting but not eliminating causal inference.",bool,390,(Quasi-)Experimental / single-group designs,DSNY000527
"A quasi-experimental design exploiting a threshold in a continuous assignment variable to estimate causal effects for units just above and below the cutoff, where assignment is effectively random.",bool,406,Regression discontinuity,DSNY000535
"Health modelling and simulation approaches not classified under IAM, CGE, or microsimulation, including epidemiological models, disease transmission models, and burden of disease projections.",bool,416,Other health-related modelling / simulation,DSNY000550
"A study that follows a defined group of individuals over time, measuring exposures and outcomes prospectively or retrospectively to assess associations and temporal relationships.",bool,418,Cohort / panel data / longitudinal study,DSNY000524
"A detailed account of a single individual's or unit's exposure, condition, and outcome, used to generate hypotheses or describe novel or rare phenomena.",bool,409,Case report / case study,DSNY000516
"A study comparing pre- and post-intervention outcomes in both an intervention group and a non-randomised control group, improving on uncontrolled before-after designs by accounting for secular trends.",bool,419,Controlled before-after (CBA),DSNY000525
"A time series analysis of outcome data at multiple time points before and after an intervention or exposure in a single group, without a control series to account for concurrent trends.",bool,422,Interrupted time series (uncontrolled),DSNY000521
"Systems and institutions for preparedness, response, and recovery in relation to emergencies and disasters, including early warning, evacuation planning, and surge capacity for acute events.",bool,347,Emergency / disaster management,DSNY000585
"Institutional interventions not classified under health system governance, research and education, emergency management, or international development and aid.",bool,351,Z_Other institution-based interventions,DSNY000587
"Mitigation technologies and infrastructure not classified under the specific categories of clean energy, transport, energy efficiency, food systems, waste management, or carbon capture.",bool,386,Z_Other mitigation technologies / infrastructure,DSNY000563
"Adaptation technologies and infrastructure not classified under the specific categories of water and sanitation, built environment, digital systems, food security, or coastal and flood defence.",bool,372,Other adaptation technologies / infrastructure,DSNY000569
"Low-emission agricultural technologies and food production systems, including plant-based food production, sustainable land management, and infrastructure for reducing food loss and waste.",bool,384,Sustainable food systems,DSNY000560
"The legal and customary rights of communities and indigenous peoples to access, use, and govern land and natural resources, underpinning livelihood security and self-determination.",bool,339,Land / resource rights,DSNY000593
"Infrastructure and systems enabling low-emission travel and transport, including active travel networks, electric vehicle charging infrastructure, and public transit systems.",bool,383,Low-emission transport,DSNY000558
"Technologies and infrastructure that generate significant greenhouse gas emissions, whose phase-out or retrofitting is central to climate mitigation strategies. Covers so-called brown technologies.. Technologies and infrastructure that contribute to greenhouse gas emissions and/or directly harm health.",bool,365,Emitting technologies / infrastructure,DSNY000096
"Interventions that use the sustainable management, conservation, or restoration of ecosystems to reduce climate-related health risks and deliver co-benefits for biodiversity and human wellbeing, including urban green-blue infrastructure, coastal and marine protection, and forest and land management.. .",bool,318,Ecosystem-based,DSNY000113
"Physical infrastructure protecting coastal and flood-prone communities from climate-related inundation, including sea walls, improved drainage systems, and managed retreat programmes that reduce population exposure.",bool,369,Coastal / flood defence,DSNY000568
"Engineered systems that capture CO₂ from point sources or directly from the atmosphere and store it permanently, including carbon capture and storage (CCS) and direct air capture technologies.",bool,380,Carbon capture,DSNY000562
"Buildings with poor insulation or energy performance that rely on fossil fuel heating and cooling systems, contributing to both emissions and energy poverty.",bool,373,Carbon-intensive built environment,DSNY000573
"International funding, technical assistance, and development programmes directed at lower-income countries to support economic development, institutional capacity, and service delivery.",bool,349,International development / aid,DSNY000586
"Research infrastructure, knowledge translation systems, and educational programmes that build understanding of risks and promote evidence-informed decision-making and behaviour change at individual or community level.",bool,350,Research / knowledge systems / education,DSNY000584
"Processes that involve communities in decision-making and planning, ensuring local voices shape policies, programmes, and strategies that affect them.",bool,340,Participatory governance,DSNY000590
"Mitigation behaviours not classified under the specific categories of mobility, household, food and diet, or goods and consumption.",bool,336,Z_Other behaviour related to mitigation,DSNY000578
"Mining, cement, steel, chemical, and other extractive and heavy industrial processes associated with high greenhouse gas emissions and direct health burdens from air, water, and soil pollution.",bool,376,Industrial / extractive infrastructure,DSNY000574
"Actions taken by formal organisations and institutions — including governments, health systems, and international bodies — to build climate resilience and coordinate adaptation or mitigation efforts, spanning health system governance, research and education, emergency management, and international development.. Institutional interventions are expected to be expanded with narrower concepts in a future revision. Currently used as a top-level tag for formal organisational and system-level climate responses.",bool,319,Institutional,DSNY000114
"Institutional actions to design and strengthen health systems for climate resilience, including decentralisation, workforce and capacity building in climate-sensitive disease, updating clinical guidelines for climate risks, and ensuring flood, heat, and storm resilience of health facilities and supply chains.",bool,353,Health system governance,DSNY000583
"Culturally grounded practices, knowledge systems, and identities that support individual and community wellbeing, including indigenous-led approaches and the preservation of connections to land and heritage.",bool,338,Cultural identity,DSNY000592
"Behavioural changes in how individuals travel and commute, such as switching to public transport, cycling, walking, or reducing vehicle use, to reduce transport-related emissions.",bool,335,Behaviour related to mobility,DSNY000108
"Technologies that maintain food availability and safety under a changing climate, including drought-resistant crop varieties and cold chain systems that preserve food safety under warming conditions.",bool,371,Food security technology,DSNY000567
Any other biomedical or clinical intervention addressing a climate-sensitive health outcome that does not fit the categories above.,bool,357,Z_Other clinical / biomedical interventions,DSNY000647
"Technologies and infrastructure for producing and distributing energy from low- or zero-carbon sources, including renewable energy systems, household energy access, cookstove replacement reducing indoor air pollution and emissions, and smart grid optimisation.",bool,381,Clean energy systems,DSNY000557
"Agricultural systems with high greenhouse gas footprints, including intensive livestock operations, synthetic fertiliser supply chains, and irrigation systems with large energy demands.",bool,375,High-emission agricultural infrastructure,DSNY000572
Deliberate actions taken by individuals or communities to reduce exposure or vulnerability to climate-related hazards and protect health and livelihoods.,bool,322,Adaptation behaviours,DSNY000098
"Locally designed and led interventions that mobilise communities to address climate-health risks, drawing on local knowledge, social networks, and collective action.",bool,317,Community-based,DSNY000588
"Institutional frameworks, strategies, and targets that guide governments and organisations in planning and implementing climate action, including national determined contributions, national adaptation plans and climate plans (e.g. land use policy, city-level climate health strategies, spatial planning, urban heat island reduction, flood plain management), surveillance and early-warning policy (mandated disease surveillance, heat alert systems), climate-change related public health information and education.",bool,362,National / subnational policy,DSNY000090
"Development, trial, deployment, or uptake of vaccines targeting a disease whose burden, distribution, or transmission is influenced by climate change (e.g., a vaccine against a climate-sensitive vector-borne or water-borne disease).",bool,355,Vaccines and immunization,DSNY000643
"Market-based and fiscal mechanisms such as carbon taxes, emissions trading schemes, and subsidies used to incentivise emissions reductions or climate adaptation investments.
",bool,359,Fiscal / incentive policy,DSNY000089
"Individual actions taken to protect personal health from climate hazards, such as using sunscreen, staying hydrated during heat events, or wearing respiratory protection during wildfires.",bool,330,Self-protection,DSNY000106
"Legally binding rules, standards, and enforcement mechanisms that mandate emissions reductions, land use changes, or other climate-related behaviours by governments, industries, or individuals. E.g. emissions standards, environmental health regulations, fossil fuel bans.",bool,363,Regulatory / legislative policy,DSNY000092
"Sanitation and waste management systems that reduce methane emissions and disease vectors, including circular economy approaches that minimise waste generation and improve resource recovery.",bool,385,Waste management / circular economy,DSNY000561
"Water, sanitation, and hygiene (WASH) infrastructure designed to remain functional under changing precipitation patterns, including flood-proof and drought-resilient water supply systems and sanitation systems adapted to climate variability.",bool,368,Climate-resilient water / sanitation,DSNY000564
"Actions taken at the household level to reduce exposure to hazards or improve living conditions, such as installing insulation, flood barriers, ventilation, or emergency preparedness measures.",bool,325,Household protection,DSNY000102
"Formal rules, regulations, and governance instruments designed by governments or international bodies to drive climate mitigation, adaptation, or resilience-building.",bool,320,Policy,DSNY000087
"Road networks and vehicle fleets designed around internal combustion engines, generating traffic-related air pollution and greenhouse gas emissions with well-documented health impacts.",bool,377,Internal combustion transport infrastructure,DSNY000571
"Biomedical, pharmaceutical, clinical, and public health tools, services, and measures developed or deployed to prevent, detect, or treat the health impacts of climate change, including climate-sensitive infectious and non-communicable diseases. Covers both individual-level clinical products/practices and population-level public health responses delivered through or alongside the health system.",bool,348,Health systems and public health,DSNY000642
"A governance approach that systematically integrates health considerations into climate policy and climate considerations into health policy, recognising that health outcomes are shaped by decisions made across multiple sectors including energy, transport, food, and land use.",bool,360,Health-in-all-policies,DSNY000556
"Adaptation behaviours not classified under the specific categories of civic engagement, psychological coping, household protection, learning, lifestyle change in place, migration, or self-protection.",bool,331,Z_Other behaviour related to adaptation,DSNY000577
"Changes to daily routines, work patterns, or living arrangements made within a person's current location in response to changing conditions, without relocating.",bool,327,Lifestyle change in place,DSNY000104
"Power generation infrastructure using coal, oil, or gas combustion, associated with significant greenhouse gas emissions and air pollution health burdens.",bool,374,Fossil fuel-based energy systems,DSNY000570
"Psychological strategies and mental health practices that individuals use to manage stress, anxiety, and trauma associated with climate change and climate-related disasters.",bool,329,Psychological coping,DSNY000101
"Tools, tests, or systems used to detect, monitor, or track a climate-sensitive disease or health condition in individuals or populations (e.g., rapid diagnostic tests, disease surveillance platforms, early-warning systems tied to clinical/case data, air quality monitoring).. Surveillance tools for vector control have their distinct category in this concept, see ""Vector control"".",bool,352,Diagnostics and surveillance tools,DSNY000645
Voluntary or encouraged changes in individual and household behaviour that reduce greenhouse gas emissions across key consumption domains.,bool,323,Mitigation behaviours,DSNY000107
"Population-level public health measures addressing a climate-sensitive health outcome that are not biomedical/clinical products in themselves (e.g., heat-health action plans, health advisories/warnings, mass health education campaigns, outbreak response coordination) and do not fit the categories above.",bool,358,Z_Other public health response,DSNY000648
"Locally designed and led responses to climate-health risks, drawing on community knowledge and priorities to develop contextually appropriate adaptation strategies.",bool,337,Community-based adaptation,DSNY000589
"Sustainable management and restoration of forests and land, including wildfire prevention, reforestation, agroforestry, peatland restoration for biodiversity and carbon sequestration, regenerative agriculture for soil health and food security, and ecological approaches to reducing disease vector habitat.",bool,344,Forest / land management,DSNY000581
"Community-based interventions not classified under community-based adaptation, participatory governance, social cohesion, cultural identity, or land and resource rights.. Note that ""Institutional"" > ""Health systems and public health"" > ""Other public health response"" is used for public health interventions addressing entire populations.",bool,342,Z_Other community-based interventions,DSNY000594
"Physical systems, equipment, and built infrastructure deployed to address environmental, social, or economic challenges, including systems designed to reduce emissions, improve resilience, or support service delivery.",bool,321,Technology / infrastructure,DSNY000093
"Changes in dietary patterns and food purchasing behaviour, such as reducing meat intake, minimising food waste, or choosing locally produced food, to lower the environmental footprint of food consumption.",bool,332,Behaviour related to food/diet,DSNY000110
"Movement of individuals or communities away from areas made uninhabitable or highly hazardous by climate change, including both voluntary relocation and forced displacement.. Refers to migration as a deliberate adaptive behaviour in response to climate hazards — the act of relocating as a coping or protective strategy. Distinct from 'Migrants' in the Population scheme, which classifies people who have migrated as a potentially vulnerable population group.",bool,328,Migration,DSNY000105
"Digital tools and data infrastructure supporting climate-health surveillance and response, including remote sensing, climate-health surveillance platforms, vector surveillance systems, and early warning and forecasting systems for climate-sensitive health risks.. This concept is applicable if the record describes the development of the tool, system or dashboard. The deployment and usage of the system, including effectiveness studies, should primarily be classified under ""Institutional"" > ""Emergency and disaster management"" or ""Diagnostics and surveillance tools"" or ""Other public health response"" or ""Vector control"".",bool,370,Digital / data-based technology / infrastructure,DSNY000566
"Acquiring knowledge and skills that enable individuals and communities to understand risks, make informed decisions, and adapt their behaviours and livelihoods accordingly.",bool,326,Learning,DSNY000103
"Emitting technologies and infrastructure not classified under the specific categories of energy, transport, agriculture, built environment, industrial, or waste systems.",bool,379,Z_Other emitting technologies / infrastructure,DSNY000576
"Parks, street trees, green corridors, and urban water bodies that reduce heat island effects, support mental health, and increase urban resilience through ecosystem services.",bool,345,Urban green-blue infrastructure,DSNY000579
"Technologies and infrastructure that reduce energy consumption, including energy-efficient appliances, green buildings, housing insulation, and retrofits that reduce heating and cooling energy demand.",bool,382,Energy-efficiency,DSNY000559
Technologies and infrastructure designed to reduce or eliminate greenhouse gas emissions.,bool,366,Mitigation technologies / infrastructure,DSNY000094
"Participation in collective and political processes aimed at influencing climate policy, community resilience planning, or social responses to climate hazards.",bool,324,Civic engagement,DSNY000099
"Conservation and restoration of coastal and marine ecosystems including mangroves, coral reefs, and wetlands, providing storm surge protection, food security, flood buffering, and wellbeing co-benefits.",bool,343,Coastal / marine protection,DSNY000580
"Human behaviours, social practices, and cultural norms that influence greenhouse gas emissions or shape vulnerability and resilience to climate change impacts.",bool,316,Behavior / culture,DSNY000097
"Built environment designs and retrofits that reduce heat exposure and improve thermal comfort, including cool roofs, reflective surfaces, passive cooling design, and heat-resilient housing construction.",bool,367,Adaptive built environment,DSNY000565
"Formal binding or non-binding agreements between nations or organisations to coordinate action on climate change, including treaties, protocols, and multilateral accords, e.g. UNFCCC mechanisms, Paris Agreement, WHO frameworks.
",bool,361,International / multilateral agreements,DSNY000088
"Technologies and built infrastructure designed to reduce vulnerability to climate impacts, including flood defences, heat-resilient buildings, and early warning systems.",bool,364,Adaptation technologies / infractstructure,DSNY000095
"Waste disposal systems including landfills and open burning that generate methane and toxic air pollutants, contributing to both climate forcing and direct health harm.",bool,378,Waste infrastructure with high emissions,DSNY000575
"Reductions or shifts in the purchase and use of physical goods and services to lower associated environmental impacts, including buying less, repairing, reusing, or choosing lower-impact products and services.",bool,333,Behaviour related to goods/consumption/services,DSNY000111
"Chemical (e.g., insecticides, larvicides), biological (e.g., sterile insect technique, biocontrol agents), environmental (e.g., habitat modification, bed nets), or public health measures aimed at reducing exposure to disease vectors whose range or behaviour is affected by climate change.. Vector surveillance is part of this concept.",bool,356,Vector control,DSNY000646
