prompt,output_data_type,attribute_id,attribute_label,concept_id
Air pollution from power generation; Coal power; Conventional energy systems; Fossil fuel energy; Fossil fuel infrastructure; Oil and gas generation,bool,374,Fossil fuel-based energy systems,DSNY000570
Community land tenure; Indigenous land rights; Land tenure security; Resource rights; Tenure rights; Territorial rights,bool,339,Land / resource rights,DSNY000593
Advocacy; Climate activism; Community activism; Community participation; Political engagement; Political participation,bool,324,Civic engagement,DSNY000099
Climate-resilient sanitation; Drought-resilient water; Flood-proof water supply; Flood-resistant sanitation; Rainwater harvesting systems; WASH; Water and sanitation,bool,368,Climate-resilient water / sanitation,DSNY000564
Climate governance; Climate targets; Domestic policy; Heat health action plans; Land use policy; National adaptation plans; National determined contributions; Net-zero targets; Strategic planning; Urban planning policy,bool,362,National / subnational policy,DSNY000090
Immunization; Vaccination; Vaccines,bool,355,Vaccines and immunization,DSNY000643
Connection to land; Cultural preservation; Cultural resilience; Heritage protection; Indigenous knowledge; Indigenous-led response; Traditional ecological knowledge,bool,338,Cultural identity,DSNY000592
Blue-green infrastructure; Nature-based urban design; Street trees; Urban cooling; Urban green infrastructure; Urban greening; Urban parks,bool,345,Urban green-blue infrastructure,DSNY000579
Coastal protection; Drainage systems; Flood barriers; Flood defences; Flood protection; Levees; Managed retreat; Sea walls; Storm surge barriers,bool,369,Coastal / flood defence,DSNY000568
Climate migration; Displacement; Mobility response; Relocation,bool,328,Migration,DSNY000105
Carbon-intensive housing; Emission-intensive construction; Fossil fuel heating; High-emission buildings; Poorly insulated buildings; Poorly insulated housing,bool,373,Carbon-intensive built environment,DSNY000573
Clean energy infrastructure; Decarbonisation technology; Emission-reduction infrastructure; Low-carbon technology,bool,366,Mitigation technologies / infrastructure,DSNY000094
Other institutional response; Other organisational measure; Other system-level intervention,bool,351,Z_Other institution-based interventions,DSNY000587
Domestic behaviour; Home energy behaviour; Housing consumption behaviour; Residential energy use,bool,334,Behaviour related to households,DSNY000109
Carbon pricing; Carbon tax; Economic incentives; Economic instruments; Financial incentives; Financial instruments; Renewable energy subsidies,bool,359,Fiscal / incentive policy,DSNY000089
EbA; Ecosystem-based adaptation; Green infrastructure; Nature-based solutions; NbS,bool,318,Ecosystem-based,DSNY000113
Other decarbonisation infrastructure; Other low-carbon technology; Other mitigation technology,bool,386,Z_Other mitigation technologies / infrastructure,DSNY000563
Behavioural change; Behavioural response; Cultural practices; Human behaviour; Social norms,bool,316,Behavior / culture,DSNY000097
Conventional transport infrastructure; Fossil-fuel transport; Internal combustion engines; Road transport; Traffic pollution; Traffic-related air pollution; Vehicle fleets,bool,377,Internal combustion transport infrastructure,DSNY000571
Dietary behaviour; Food choices; Food consumption behaviour; Sustainable diet behaviour,bool,332,Behaviour related to food/diet,DSNY000110
Other community intervention; Other community-based response; Other grassroots action,bool,342,Z_Other community-based interventions,DSNY000594
Climate risk mapping; Climate surveillance; Climate-health data systems; Early warning systems; Health forecasting; Remote sensing; Vector surveillance,bool,370,Digital / data-based technology / infrastructure,DSNY000566
Crisis management; Disaster response; Disaster risk management; Disaster risk reduction; Emergency preparedness; Emergency response; Humanitarian response,bool,347,Emergency / disaster management,DSNY000585
Climate-informed clinical guidelines,bool,357,Z_Other clinical / biomedical interventions,DSNY000647
Conventional waste systems; High-emission waste; Landfill; Landfill methane; Open burning; Unmanaged sewage systems; Waste incineration,bool,378,Waste infrastructure with high emissions,DSNY000575
BECCS; CCS; Carbon capture and storage; Carbon removal; Carbon sequestration; Direct air capture; Engineered carbon removal; Enhanced mineralization,bool,380,Carbon capture,DSNY000562
Climate regulation; Legal instruments; Legislative instruments; Standards; Statutory measures,bool,363,Regulatory / legislative policy,DSNY000092
Air quality alert systems; Cooling centers; Health education campaigns; Heat health action plans; Heat health warning systems; Public health advisory,bool,358,Z_Other public health response,DSNY000648
Blue infrastructure; Coastal nature-based solutions; Coastal wetlands; Coral reef protection; Mangrove restoration; Marine ecosystem restoration,bool,343,Coastal / marine protection,DSNY000580
Climate policy; Government measures; Regulatory measures,bool,320,Policy,DSNY000087
High-emission farming; Industrial agriculture; Intensive livestock; Irrigation infrastructure; Synthetic fertilisers,bool,375,High-emission agricultural infrastructure,DSNY000572
Climate-resilient buildings; Cool Pavements; Cool roofs; Green building design; Heat-resilient housing; High-Albedo Materials; Passive cooling; Reflective surfaces; Resilient construction; Urban cooling design; Vegetative Shading,bool,367,Adaptive built environment,DSNY000565
Adaptive learning; Capacity building; Knowledge building; Skill acquisition; Social learning,bool,326,Learning,DSNY000103
Cross-sectoral health policy; Health in all policies; Health-climate policy integration; Health-integrated policy; HiAP,bool,360,Health-in-all-policies,DSNY000556
Collective support networks; Community resilience; Community solidarity; Mutual aid; Social capital; Social support networks; Solidarity networks,bool,341,Social cohesion / mutual aid,DSNY000591
Other ecosystem intervention; Other green infrastructure; Other nature-based solutions,bool,346,Z_Other ecosystem-based interventions,DSNY000582
Climate-friendly agriculture; Food waste reduction; Low-emission food production; Plant-based food systems; Sustainable agriculture; Sustainable diets infrastructure,bool,384,Sustainable food systems,DSNY000560
In-place adaptation; Local adaptation; Staying in place,bool,327,Lifestyle change in place,DSNY000104
Climate-sensitive medication; Drug storage; Pharmaceutical response; Thermal stability,bool,354,Therapeutics and pharmaceuticals,DSNY000644
Mobility behaviour; Transport behaviour; Travel behaviour; Travel choices,bool,335,Behaviour related to mobility,DSNY000108
Development assistance; Foreign aid; Humanitarian aid; International development; ODA; Official development assistance,bool,349,International development / aid,DSNY000586
Emission-reducing behaviours; Low-carbon behaviours; Mitigation behaviours; Pro-environmental behaviours,bool,323,Mitigation behaviours,DSNY000107
Individual protection; Personal protection; Self-care adaptation; Self-protective behaviour,bool,330,Self-protection,DSNY000106
Building insulation; Clean cooking technology; Energy efficiency; Energy-efficient infrastructure; Green buildings; Housing retrofit,bool,382,Energy-efficiency,DSNY000559
Battery storage; Clean energy access; Cookstove replacement; Geothermal plants; Household energy access; Hydropower; Low-carbon energy; Renewable energy; Renewable energy transition; Smart grid; Solar farms; Wind farms,bool,381,Clean energy systems,DSNY000557
Miscellaneous adaptation behaviors; Other adaptive behaviour; Other coping behaviour; Other protective behaviour,bool,331,Z_Other behaviour related to adaptation,DSNY000577
Consumer behaviour; Goods purchasing behaviour; Material consumption; Product consumption behaviour,bool,333,Behaviour related to goods/consumption/services,DSNY000111
Other emission-reducing behaviour; Other low-carbon behaviour; Other mitigation action,bool,336,Z_Other behaviour related to mitigation,DSNY000578
Bed nets; Disease vector interventions; Insect control; Mosquito control; Vector management; Vector surveillance,bool,356,Vector control,DSNY000646
Other adaptation infrastructure; Other adaptive infrastructure; Other climate-resilient technology,bool,372,Other adaptation technologies / infrastructure,DSNY000569
Formal institutional action; Governmental interventions; Institutional response; Organisational measures; System-level response,bool,319,Institutional,DSNY000114
Capacity building; Information dissemination; Knowledge production; Knowledge translation; Public education; Research infrastructure; Science-policy interface,bool,350,Research / knowledge systems / education,DSNY000584
Cardiometabolic disease; Diabetes and renal disease; Metabolic and kidney disease,bool,197,Diabetes and kidney diseases,DSNY000438
Cardiomyopathy; Dilated cardiomyopathy; Heart muscle disease; Myocarditis,bool,209,Cardiomyopathy and myocarditis,DSNY000390
Falciparum malaria; Malaria fever; Plasmodium; Tropical malaria,bool,166,Malaria,DSNY000331
Blindness; Cataracts; Eye disease; Glaucoma; Low vision; Trachoma blindness; Visual impairment,bool,264,Blindness and vision loss,DSNY000458
Mycobacterium tuberculosis; Pulmonary tuberculosis; TB,bool,183,Tuberculosis,DSNY000319
Mental health conditions; Psychiatric conditions; Psychiatric disorders; Psychological disorders,bool,199,Mental disorders,DSNY000423
Chlamydia; Gonorrhoea; STDs; STIs; Sexually transmitted infections; Syphilis,bool,146,Sexually transmitted infections excluding HIV,DSNY000317
High blood pressure heart disease; Hypertensive cardiomyopathy; Hypertensive heart failure,bool,211,Hypertensive heart disease,DSNY000388
CKD; Chronic renal failure; ESRD; End-stage renal disease; Renal failure,bool,229,Chronic kidney disease,DSNY000441
Other NCDs; Other chronic diseases; Residual NCDs,bool,206,Z_Other non-communicable diseases,DSNY000462
Blackfly disease; Onchocerca volvulus; River blindness,bool,167,Onchocerciasis,DSNY000339
Miscellaneous accidental injury; Other accidental injury; Other unintentional harm,bool,306,Z_Other unintentional injuries,DSNY000484
Acute otitis media; Ear infection; Middle ear infection,bool,182,Otitis media,DSNY000322
Hay fever; Perennial rhinitis; Pollinosis; Seasonal allergic rhinitis,bool,219,Allergic rhinitis,DSNY000401
Cold injury; Frostbite; Heat injury; Heat stroke; Hyperthermia; Hypothermia,bool,299,Environmental heat and cold exposure,DSNY000482
MVA; Motor vehicle accidents; RTI; Road traffic accidents; Road traffic injuries,bool,289,Transport injuries,DSNY000471
Airway infections; Lung infections; Respiratory infections; Tuberculosis,bool,138,Respiratory infections and tuberculosis,DSNY000318
Other NCD mortality; Other non-communicable mortality,bool,132,Other non-communicable diseases mortality,DSNY000304
GAD; Generalised anxiety disorder; Panic disorder; Phobias; Social anxiety disorder,bool,240,Anxiety disorders,DSNY000427
Excessive force; Execution; Police violence; State violence,bool,293,Police conflict and executions,DSNY000489
Bacterial endocarditis; Heart valve infection; Infective endocarditis,bool,210,Endocarditis,DSNY000395
Other infections; Unclassified infectious diseases; Unspecified infections,bool,194,Z_Other unspecified infectious diseases,DSNY000363
COVID; Coronavirus; Coronavirus disease; SARS-CoV-2,bool,180,COVID-19,DSNY000323
Acute watery diarrhoea; Epidemic cholera; Vibrio cholerae,bool,144,Cholera,DSNY000326
Other brain disease; Other nervous system disease; Other neurological conditions,bool,262,Z_Other neurological disorders,DSNY000422
Arthritis; Back pain; Bone and joint disease; Osteoarthritis; Osteoporosis; Rheumatic disease,bool,200,Musculoskeletal disorders,DSNY000461
Cutaneous leishmaniasis; Kala-azar; Leishmania; Visceral leishmaniasis,bool,162,Leishmaniasis,DSNY000333
Plaque psoriasis; Psoriasis vulgaris; Skin psoriasis,bool,273,Psoriasis,DSNY000446
Acute malnutrition; Child stunting; Child wasting; Chronic malnutrition; Stunting; Wasting,bool,174,Childhood stunting and wasting,DSNY000371
Convulsions; Epilepsy; Seizure disorder; Seizures,bool,258,Idiopathic epilepsy,DSNY000418
Intestinal infections; Other enteric diseases; Other gut infections,bool,143,Z_Other intestinal infectious diseases,DSNY000329
Assault; Domestic violence; IPV; Intimate partner violence; Physical violence; Sexual violence,bool,292,Interpersonal violence,DSNY000487
Birth weight; Foetal growth restriction; LBW; Small for gestational age,bool,150,Low birth weight,DSNY000369
Foodborne infections; Gastrointestinal infections; Gut infections; Waterborne infections,bool,133,Enteric infections,DSNY000324
Other cutaneous diseases; Other dermatological diseases; Other skin conditions,bool,277,Z_Other skin and subcutaneous diseases,DSNY000456
Colitis; Crohn's disease; IBD; Ulcerative colitis,bool,233,Inflammatory bowel disease,DSNY000410
Atopic dermatitis; Contact dermatitis; Eczema; Skin inflammation,bool,270,Dermatitis,DSNY000445
RHD; Rheumatic fever; Rheumatic valvular disease,bool,216,Rheumatic heart disease,DSNY000385
Abdominal hernia; Femoral hernia; Hernia; Inguinal hernia,bool,234,"Inguinal, femoral, and abdominal hernia",DSNY000409
Anaemia; IDA; Iron deficiency; Iron deficiency anaemia,bool,175,Dietary iron deficiency,DSNY000375
Blast injury; Crushing injury; Impact injury; Mechanical injury,bool,301,Exposure to mechanical forces,DSNY000477
COPD; Chronic bronchitis; Emphysema; Obstructive airways disease,bool,221,Chronic obstructive pulmonary disease,DSNY000398
Abortion; Miscarriage; Pregnancy loss; Spontaneous abortion,bool,149,Maternal abortion and miscarriage,DSNY000366
Bordetella pertussis; Whooping cough; Whooping cough infection,bool,191,Pertussis,DSNY000357
CMNN mortality; Communicable disease mortality; Infectious disease mortality,bool,117,"1.2. Communicable, maternal, neonatal, and nutritional mortality",DSNY000305
Bile duct disease; Biliary disease; Cholecystitis; Cholelithiasis; Gallstones,bool,232,Gallbladder and biliary diseases,DSNY000412
Bacterial meningitis; Meningococcal disease; Meningococcal meningitis; Viral meningitis,bool,190,Meningitis,DSNY000354
Hunger; Malnutrition; Micronutrient deficiency; Undernutrition,bool,137,Nutritional deficiencies,DSNY000370
Endometriosis; Female reproductive diseases; Gynaecological conditions; Pelvic inflammatory disease; Uterine disease,bool,283,Gynecological diseases,DSNY000465
Hydrophobia; Lyssavirus; Rabies virus,bool,168,Rabies,DSNY000343
Chronic conditions; Chronic diseases; NCDs; Non-infectious diseases,bool,114,3. Non-communicable diseases,DSNY000377
ADD; ADHD; Attention deficit disorder; Hyperactivity disorder,bool,241,Attention-deficit/hyperactivity disorder,DSNY000430
Cutaneous disease; Dermatological conditions; Skin conditions; Skin diseases,bool,204,Skin and subcutaneous diseases,DSNY000444
AD; Alzheimer's disease; Cognitive decline; Dementia; Vascular dementia,bool,256,Alzheimer's disease and other dementias,DSNY000416
Disaster mortality; Injury mortality; Trauma death; Violence-related mortality,bool,130,"Injury-related mortality (drowning, fires, disasters, suicide, violence)",DSNY000303
Allergic asthma; Asthma attack; Bronchial asthma; Reactive airways disease,bool,220,Asthma,DSNY000400
Other infection mortality; Other infectious death,bool,125,Other infectious diseases mortality,DSNY000310
Angina; Coronary artery disease; Coronary heart disease; Heart attack; IHD; Myocardial infarction,bool,212,Ischemic heart disease,DSNY000386
Cretinism; Goitre; Hypothyroidism from iodine deficiency; Iodine deficiency disorder,bool,176,Iodine deficiency,DSNY000373
Allergic urticaria; Angioedema; Hives; Nettle rash,bool,275,Urticaria,DSNY000454
Adverse drug reaction; Iatrogenic injury; Medical error; Treatment complication,bool,295,Adverse effects of medical treatment,DSNY000478
PAD; PVD; Peripheral arterial disease; Peripheral vascular disease,bool,213,Lower extremity peripheral arterial disease,DSNY000394
ASD; Asperger syndrome; Autism; Autistic spectrum disorder,bool,242,Autism spectrum disorders,DSNY000429
DM; Diabetes; Hyperglycaemia; Type 1 diabetes; Type 2 diabetes,bool,226,Diabetes mellitus,DSNY000439
Brain attack; CVA; Cerebrovascular disease; Haemorrhagic stroke; Ischaemic stroke,bool,217,Stroke,DSNY000387
AF; Arrhythmia; Atrial flutter; Irregular heartbeat,bool,208,Atrial fibrillation and flutter,DSNY000392
ALS; Amyotrophic lateral sclerosis; Lou Gehrig's disease; MND,bool,259,Motor neuron disease,DSNY000420
Diarrhoeal mortality; Enteric infection death; Waterborne disease mortality,bool,123,Enteric infections mortality,DSNY000308
Enteric fever; Paratyphoid fever; Salmonella typhi; Typhoid fever,bool,142,Typhoid and paratyphoid,DSNY000327
CMNN diseases; Communicable diseases; Infectious and nutritional diseases,bool,113,"2. Communicable, maternal, neonatal, and nutritional diseases",DSNY000314
Earthquake injury; Flood injury; Hurricane injury; Natural disaster injury; Storm injury,bool,300,Exposure to forces of nature,DSNY000483
CVD; Cardiac diseases; Circulatory diseases; Heart disease; Vascular disease,bool,195,Cardiovascular diseases,DSNY000384
Asbestosis; Coal workers pneumoconiosis; Dust lung disease; Occupational lung disease; Silicosis,bool,223,Pneumoconiosis,DSNY000399
Blood disorder; Haemolytic anaemia; Sickle cell disease; Thalassaemia,bool,284,Hemoglobinopathies and hemolytic anemias,DSNY000466
American trypanosomiasis; Chagas; Trypanosoma cruzi,bool,153,Chagas disease,DSNY000332
DSH; Deliberate self-harm; Self-injury; Suicidal behaviour; Suicide,bool,294,Self-harm,DSNY000486
Kidney disease; Renal dysfunction; Renal impairment,bool,227,Kidney dysfunction,DSNY000440
Drug addiction; Drug dependence; Opioid use disorder; Substance use disorder,bool,279,Drug use disorders,DSNY000437
Aspiration; Choking; Foreign object; Ingestion of foreign body,bool,304,Foreign body,DSNY000480
Birth defects; Congenital anomalies; Congenital disorders; Congenital malformations,bool,281,Congenital birth defects,DSNY000463
Kidney stones; Male infertility; UTI; Urinary tract disease; Urological disease,bool,287,Urinary diseases and male infertility,DSNY000464
All-cause death; Overall mortality; Total deaths,bool,116,1.1. Total / all-cause mortality (Outcome),DSNY000297
Accidental fall; Fall injury; Slip and fall,bool,302,Falls,DSNY000473
Other GI diseases; Other bowel diseases; Other gastrointestinal conditions,bool,239,Z_Other digestive diseases,DSNY000414
Acne; Acne vulgaris skin condition; Pimples; Spots,bool,266,Acne vulgaris,DSNY000451
Other mental health conditions; Other psychiatric disorders; Other psychological conditions,bool,250,Z_Other mental disorders,DSNY000434
Other CVD; Other circulatory disease; Other heart disease,bool,218,Z_Other cardiovascular and circulatory diseases,DSNY000396
Psychosis; Psychotic disorder; Schizophrenia spectrum,bool,249,Schizophrenia,DSNY000424
Malnutrition mortality; Nutrition-related death; Undernutrition death,bool,122,Nutrition-related mortality,DSNY000313
Other deficiency disorders; Other micronutrient deficiencies; Other nutritional deficiencies,bool,179,Z_Other nutritional deficiencies,DSNY000376
Electric shock; Electrical injury; Lightning strike,bool,298,Electrocution,DSNY000481
AAA; Abdominal aortic aneurysm; Aortic dissection; Thoracic aortic aneurysm,bool,207,Aortic aneurysm,DSNY000393
Aedes yellow fever; Haemorrhagic fever; YF; Yellow fever virus,bool,171,Yellow fever,DSNY000342
Miscellaneous infections; Other infections; Other infectious diseases,bool,139,Z_Other infectious diseases,DSNY000353
Maternal conditions; Obstetric complications; Pregnancy complications,bool,147,Maternal disorders,DSNY000365
HIV; HIV and STIs; STDs; STIs; Sexually transmitted diseases,bool,134,HIV/AIDS and sexually transmitted infections,DSNY000315
Chronic lung disease; Obstructive lung disease; Respiratory disease,bool,196,Chronic respiratory diseases,DSNY000397
Intestinal ischaemia; Ischaemic colitis; Mesenteric ischaemia,bool,238,Vascular intestinal disorders,DSNY000411
Infection-related death; Infectious mortality,bool,119,Infectious diseases mortality,DSNY000306
Aedes-borne chikungunya; CHIKV; Chikungunya fever,bool,154,Chikungunya,DSNY000351
CVD mortality; Cardiovascular death; Heart disease mortality,bool,127,Cardiovascular mortality,DSNY000299
Brain inflammation; Mosquito-borne encephalitis; Viral encephalitis; West Nile encephalitis,bool,187,Encephalitis,DSNY000355
Behavioural disorder; ODD; Oppositional defiant disorder,bool,244,Conduct disorder,DSNY000431
Demyelinating disease; MS; Multiple sclerosis disease,bool,260,Multiple sclerosis,DSNY000419
Cluster headache; Headache; Migraine; Tension headache,bool,257,Headache disorders,DSNY000421
Chronic pruritus; Generalised itch; Itch; Itching,bool,272,Pruritus,DSNY000453
Chronic liver disease; Hepatic fibrosis; Liver cirrhosis; Liver disease,bool,231,Cirrhosis and other chronic liver diseases,DSNY000405
Glomerulonephritis; Nephritic syndrome; Renal inflammation,bool,225,Acute glomerulonephritis,DSNY000443
Cancer death; Cancer mortality; Tumour-related mortality,bool,131,Neoplasms mortality,DSNY000300
Clonorchiasis; Fascioliasis; Liver flukes; Opisthorchiasis,bool,159,Food-borne trematodiases,DSNY000345
NCD mortality; Non-communicable disease deaths,bool,118,1.3. Non-communicable mortality,DSNY000298
Other NTDs; Other tropical diseases; Unclassified tropical diseases,bool,173,Zz_Other neglected tropical diseases,DSNY000352
Neonatal death; Newborn mortality; Perinatal mortality,bool,121,Neonatal mortality,DSNY000311
PAH; Pulmonary hypertension; Pulmonary vascular disease,bool,215,Pulmonary Arterial Hypertension,DSNY000391
Other airway disease; Other lung disease; Other respiratory disease,bool,224,Z_Other chronic respiratory diseases,DSNY000403
Dracunculiasis; Dracunculus medinensis; Guinea worm,bool,160,Guinea worm disease,DSNY000349
Accidental harm; Accidental injuries; Unintentional harm,bool,290,Unintentional injuries,DSNY000472
Death; Fatal outcomes; Mortality outcomes,bool,112,1. Mortality (Outcome),DSNY000296
PD; Parkinson's; Parkinsonism,bool,261,Parkinson's disease,DSNY000417
Hansen's disease; Leprosy disease; Mycobacterium leprae,bool,163,Leprosy,DSNY000346
Invasive salmonellosis; Non-typhoidal Salmonella; iNTS,bool,141,Invasive Non-typhoidal Salmonella (iNTS),DSNY000328
Armed conflict injury; Terrorist attack; War injury; War trauma,bool,291,Conflict and terrorism,DSNY000488
HAT; Human African trypanosomiasis; Sleeping sickness; Trypanosoma brucei,bool,152,African trypanosomiasis,DSNY000334
Bowel diseases; GI diseases; Gastrointestinal diseases; Gut diseases,bool,198,Digestive diseases,DSNY000404
Premature birth; Prematurity; Preterm delivery,bool,151,Neonatal preterm birth,DSNY000368
GORD; Gastric ulcer; Gastro-oesophageal reflux; Oesophageal disease; Peptic ulcer disease,bool,237,Upper digestive system diseases,DSNY000406
Birth complications; Newborn conditions; Perinatal disorders,bool,148,Neonatal disorders,DSNY000367
Age-related hearing loss; Deafness; Hearing loss; Noise-induced hearing loss; Presbycusis,bool,263,Age-related and other hearing loss,DSNY000459
Other cancer types; Other cancers; Other malignant tumours,bool,254,Z_Other malignant neoplasms,DSNY000382
Acute appendicitis; Appendix inflammation,bool,230,Appendicitis,DSNY000407
Aedes-borne dengue; Break-bone fever; DHF; Dengue fever; Dengue haemorrhagic fever,bool,157,Dengue,DSNY000341
Alopecia; Alopecia areata hair loss; Hair loss; Patchy hair loss,bool,267,Alopecia areata,DSNY000452
Aortic stenosis; Heart valve disease; Mitral regurgitation; Valvular heart disease,bool,214,Non-rheumatic valvular heart disease,DSNY000389
Chemical poisoning; Intoxication; Poisoning; Toxic exposure,bool,305,Poisonings,DSNY000476
Dental caries; Dental disease; Oral health; Periodontal disease; Tooth decay,bool,285,Oral disorders,DSNY000468
Cancer; Malignancies; Oncological conditions; Tumours,bool,201,Neoplasms,DSNY000378
Brain diseases; Nervous system disorders; Neurodegenerative diseases,bool,202,Neurological disorders,DSNY000415
Malaria death; NTD mortality; Tropical disease mortality,bool,124,Neglected tropical diseases and malaria mortality,DSNY000309
Mange; Sarcoptes scabiei; Scabies infestation,bool,274,Scabies,DSNY000448
Acute watery diarrhoea; Diarrheal disease; Diarrhoea; Gastroenteritis,bool,140,Diarrheal diseases,DSNY000325
Acute pancreatitis; Chronic pancreatitis; Pancreatic inflammation,bool,235,Pancreatitis,DSNY000413
Burn injury; Fire-related injury; Heat injury; Scalds; Thermal injury,bool,303,"Fire, heat, and hot substances",DSNY000475
AUD; Alcohol abuse; Alcohol dependence; Alcoholism; Harmful alcohol use,bool,278,Alcohol use disorders,DSNY000436
Candidiasis; Dermatophytosis; Fungal infection; Ringworm; Tinea,bool,271,Fungal skin diseases,DSNY000449
Pneumonia mortality; Respiratory infection mortality; TB mortality,bool,126,Respiratory infections mortality (including tuberculosis),DSNY000307
Bronchial cancer; Lung cancer; NSCLC; Small cell lung cancer; Tracheal cancer,bool,253,"Tracheal, bronchus, and lung cancer",DSNY000379
Echinococcus granulosus; Hydatid cyst; Hydatid disease,bool,155,Cystic echinococcosis,DSNY000337
Developmental delay; Intellectual disability; Learning disability; Mental retardation,bool,247,Idiopathic developmental intellectual disability,DSNY000432
Neurocysticercosis; Taenia solium; Tapeworm,bool,156,Cysticercosis,DSNY000336
Animal bite; Dog bite; Insect sting; Snake bite; Venomous animal,bool,296,Animal contact,DSNY000479
Corynebacterium diphtheriae; Diphtheria infection,bool,186,Diphtheria,DSNY000356
Clostridium tetani; Lockjaw; Neonatal tetanus,bool,192,Tetanus,DSNY000358
Bed sore; Pressure injury; Pressure sore; Pressure ulcer,bool,269,Decubitus ulcer,DSNY000455
Benign neoplasms; Benign tumours; Non-malignant neoplasms,bool,255,Z_Other neoplasms,DSNY000383
Fibrosing lung disease; ILD; Interstitial pneumonia; Pulmonary fibrosis; Sarcoidosis,bool,222,Interstitial lung disease and pulmonary sarcoidosis,DSNY000402
Addiction; Drug and alcohol disorders; Substance abuse,bool,205,Substance use disorders,DSNY000435
Cellulitis; Erysipelas; Impetigo; Skin infection,bool,268,Bacterial skin diseases,DSNY000447
Aedes-borne Zika; ZIKV; Zika; Zika virus infection,bool,172,Zika virus,DSNY000348
Bowel obstruction; Ileus; Intestinal obstruction,bool,236,Paralytic ileus and intestinal obstruction,DSNY000408
AIDS; Acquired immunodeficiency syndrome; HIV; Human immunodeficiency virus,bool,145,HIV/AIDS,DSNY000316
Other ear diseases; Other eye diseases; Other sensory conditions,bool,265,Other sense organ diseases,DSNY000460
Measles virus; Morbillivirus; Rubeola,bool,189,Measles,DSNY000359
Ascariasis; Hookworm; Roundworm; STH; Soil-transmitted helminths; Whipworm,bool,161,Intestinal nematode infections,DSNY000344
Eye and ear diseases; Sensory diseases; Visual and hearing disorders,bool,203,Sense organ diseases,DSNY000457
Asthma mortality; COPD mortality; Respiratory disease mortality,bool,128,Chronic respiratory diseases mortality,DSNY000301
Leptospira; Rat fever; Weil's disease,bool,164,Leptospirosis,DSNY000350
Hepatitis A; Hepatitis B; Hepatitis C; Hepatitis E; Liver infection; Viral hepatitis,bool,185,Acute hepatitis,DSNY000361
Kwashiorkor; Marasmus; PEM; Undernutrition,bool,177,Protein-energy malnutrition,DSNY000372
PTSD; Post-traumatic disorder; Trauma disorder; Trauma-related disorder,bool,248,Post-traumatic stress disorder (PTSD),DSNY000433
Cot death; SIDS; SUID; Sudden unexplained infant death,bool,286,Sudden infant death syndrome,DSNY000469
BCC; Basal cell carcinoma; Keratinocyte cancer; NMSC; SCC; Squamous cell carcinoma,bool,252,Non-melanoma skin cancer,DSNY000381
EVD; Ebola haemorrhagic fever; Ebola virus disease; Viral haemorrhagic fever,bool,158,Ebola,DSNY000347
Elephantiasis; Filarial disease; LF; Wuchereria bancrofti,bool,165,Lymphatic filariasis,DSNY000338
NTDs; Neglected tropical diseases; Tropical diseases; Vector-borne diseases,bool,136,Neglected tropical diseases and malaria,DSNY000330
Blinding trachoma; Chlamydia trachomatis; Chlamydial conjunctivitis,bool,170,Trachoma,DSNY000340
Intentional injury; Interpersonal violence; Self-inflicted injury; Violence,bool,288,Self-harm and interpersonal violence,DSNY000485
Borrelia burgdorferi; Lyme borreliosis; Tick-borne disease,bool,188,Lyme disease,DSNY000362
Diabetes mortality; Kidney disease mortality; Renal mortality,bool,129,Diabetes and kidney diseases mortality,DSNY000302
Maternal and neonatal conditions; Perinatal conditions; Pregnancy complications,bool,135,Maternal and neonatal disorders,DSNY000364
Night blindness; VAD; Vitamin A deficiency disorder; Xerophthalmia,bool,178,Vitamin A deficiency,DSNY000374
Bilharzia; Schistosoma; Snail fever; Trematode infection,bool,169,Schistosomiasis,DSNY000335
AKI; Acute kidney failure; Acute renal failure; Acute renal injury,bool,228,Acute kidney injury,DSNY000442
Herpes simplex; Molluscum contagiosum; Viral skin infection; Warts,bool,276,Viral skin diseases,DSNY000450
BPAD; Bipolar affective disorder; Manic depression; Manic-depressive illness,bool,243,Bipolar disorder,DSNY000426
Cutaneous melanoma; Malignant melanoma; Melanoma; Skin melanoma,bool,251,Malignant skin melanoma,DSNY000380
Chickenpox; Herpes zoster; Shingles; VZV; Varicella zoster virus,bool,193,Varicella and herpes zoster,DSNY000360
Harm; Physical injury; Trauma; Wounds,bool,115,4. Injuries,DSNY000470
Drowning injury; Near-drowning; Submersion injury; Water immersion injury,bool,297,Drowning,DSNY000474
Anorexia; Anorexia nervosa; Binge eating disorder; Bulimia; Bulimia nervosa,bool,246,Eating disorders,DSNY000428
Maternal death; Obstetric mortality; Pregnancy-related mortality,bool,120,Maternal mortality,DSNY000312
Nicotine dependence,bool,280,Nicotine dependence,DSNY000624
Autoimmune disease; Endocrine disease; Immune disease; Metabolic disorder; Thyroid disease,bool,282,"Endocrine, metabolic, blood, and immune disorders",DSNY000467
Depression; Depressive episode; MDD; Major depressive disorder; Unipolar depression,bool,245,Depressive disorders,DSNY000425
Common cold; Pharyngitis; Rhinitis; Sinusitis; URI; Upper respiratory tract infection,bool,184,Upper respiratory infections,DSNY000321
Bronchiolitis; Bronchitis; LRI; Lower respiratory tract infection; Pneumonia,bool,181,Lower respiratory infections,DSNY000320
